genome_id,genome_length,gc_content,cds,rrna,trna,contigs,contig_n50,contig_l50,hypothetical_cds,plasmids,checkm_completeness,checkm_contamination
1280.29969,2747231,32.6088,2612,2.0,9.0,71,115276.0,8.0,497.0,0.0,99.81,0.0
1280.9388,2976459,32.65,2892,3.0,31.0,73,136209.0,8.0,717.0,,100.0,0.0
1280.9704,4029244,33.31,4232,6.0,42.0,652,39583.0,24.0,847.0,,100.0,40.5
1402489.3,6486304,66.3,6053,14.0,63.0,15,1008812.0,3.0,1246.0,0.0,100.0,0.0
562.96507,5030324,50.727688,5014,2.0,70.0,114,283610.0,7.0,539.0,0.0,99.78,0.11
562.96543,5119315,50.61974,5063,4.0,79.0,136,236059.0,9.0,538.0,0.0,99.78,0.11
562.96898,5217116,50.76527,5304,2.0,77.0,190,203187.0,9.0,628.0,0.0,99.78,0.11
562.97081,4865479,50.553482,4878,3.0,45.0,205,65133.0,23.0,520.0,0.0,99.78,0.22
562.97838,5186282,50.552322,5201,2.0,84.0,141,222967.0,7.0,576.0,0.0,99.78,0.11
562.98125,4728112,50.62727,4623,2.0,71.0,47,497499.0,4.0,374.0,0.0,99.78,0.0
562.98487,5089771,50.573494,5121,2.0,81.0,145,268250.0,6.0,496.0,0.0,99.78,0.11
562.99317,4802942,50.94994,4758,2.0,76.0,166,94288.0,15.0,445.0,0.0,99.78,0.0
562.99665,4688463,50.62162,4585,2.0,78.0,69,226254.0,7.0,355.0,0.0,99.78,0.0
611.52,4713725,52.11,4775,8.0,80.0,51,203476.0,7.0,633.0,,100.0,0.0
623.1343,4459833,50.49893,4852,2.0,64.0,431,29476.0,44.0,471.0,0.0,99.78,0.0
624.1955,4741313,50.52225,5188,9.0,75.0,489,22479.0,62.0,484.0,0.0,99.78,0.0
624.2172,4782164,50.624153,5242,9.0,68.0,534,22689.0,63.0,545.0,0.0,99.78,0.11
624.2368,4542493,50.75757,4790,2.0,55.0,433,23957.0,53.0,471.0,0.0,99.78,0.0
624.2492,4615415,50.8096,4870,2.0,48.0,428,27477.0,49.0,475.0,0.0,99.78,0.0
624.3340,4383723,50.895527,4573,4.0,87.0,391,25135.0,53.0,355.0,0.0,99.78,0.0
624.3423,4368151,50.87459,4561,2.0,48.0,430,23243.0,56.0,335.0,0.0,99.78,0.0
624.3442,4374245,50.808243,4578,4.0,77.0,410,23470.0,54.0,387.0,0.0,99.78,0.11
624.3457,4176901,50.875324,4348,2.0,55.0,407,23162.0,54.0,317.0,0.0,96.55,0.0
573.12779,6054276,56.57,6319,9.0,91.0,5,5606368.0,1.0,1402.0,4.0,99.7,0.0
573.12938,5462092,57.41,5405,12.0,88.0,267,270721.0,8.0,804.0,,100.0,0.0
573.13044,5604396,57.15,5571,9.0,66.0,115,130650.0,14.0,873.0,,100.0,0.0
573.13067,5524097,57.26,5552,6.0,73.0,122,157591.0,11.0,879.0,,100.0,0.0
573.13334,5464330,57.26,5415,11.0,64.0,106,179951.0,9.0,806.0,,100.0,0.0
573.13507,5438756,57.28,5309,5.0,67.0,89,135308.0,13.0,746.0,,100.0,0.0
573.13604,5714567,56.81,5680,5.0,61.0,130,120427.0,15.0,945.0,,100.0,0.0
573.13707,5754932,56.79,5772,5.0,69.0,116,177647.0,10.0,1067.0,,100.0,0.0
573.13940,5417164,57.31,5423,6.0,72.0,86,146315.0,12.0,861.0,,100.0,0.0
573.13968,6913538,55.59,7602,7.0,65.0,1062,56159.0,34.0,1151.0,,100.0,18.7
573.14092,5473573,57.22,5403,5.0,64.0,80,142578.0,13.0,806.0,,100.0,0.0
573.14125,5453323,57.27,5442,5.0,73.0,112,130010.0,15.0,840.0,,100.0,0.0
573.14266,5449521,57.22,5489,6.0,76.0,124,137513.0,12.0,883.0,,100.0,0.0
573.15377,5698065,56.85,5729,9.0,84.0,5,5234963.0,1.0,1097.0,4.0,100.0,0.0
573.15711,5271088,57.5,5217,8.0,70.0,55,277918.0,6.0,793.0,,100.0,0.0
573.24273,5273288,57.47856,5150,12.0,84.0,92,309587.0,5.0,642.0,,99.78,0.22
59201.4127,5054948,52.13901,5187,4.0,78.0,69,401340.0,4.0,741.0,0.0,100.0,0.0
59201.4233,4684767,52.193718,4887,8.0,59.0,53,226420.0,7.0,566.0,0.0,100.0,0.0
573.29924,5538577,57.267563,5417,11.0,80.0,69,337182.0,6.0,680.0,0.0,99.78,0.11
573.66889,5540579,57.17184,5464,5.0,75.0,70,319097.0,6.0,726.0,0.0,100.0,0.0
562.144912,4908957,50.87969,4890,3.0,77.0,259,45854.0,34.0,438.0,0.0,100.0,0.1
562.145441,5264519,50.212547,5290,4.0,84.0,158,169838.0,9.0,725.0,0.0,100.0,0.0
562.19821,4924856,50.75,5054,8.0,88.0,3,4830167.0,1.0,689.0,2.0,100.0,0.4
562.22592,5002519,50.52,4920,4.0,61.0,91,202475.0,8.0,626.0,,100.0,0.0
562.23265,5141306,50.39,5085,9.0,74.0,100,176072.0,10.0,730.0,,100.0,0.0
562.23323,5266602,50.63,5394,9.0,65.0,119,154370.0,11.0,734.0,,100.0,0.0
562.23422,4998047,50.4,4920,4.0,67.0,90,185580.0,9.0,689.0,,100.0,0.0
562.23574,5158012,50.7,5180,10.0,65.0,111,173801.0,11.0,713.0,,100.0,0.0
562.23806,5156717,50.43,5171,4.0,74.0,114,179403.0,11.0,725.0,,100.0,0.0
562.23820,5210198,50.53,5240,10.0,59.0,88,180447.0,10.0,778.0,,100.0,0.0
562.31450,4896021,50.8429,4932,8.0,87.0,172,120832.0,13.0,437.0,,100.0,1.1
562.57145,5128944,50.59272,5509,11.0,72.0,553,54236.0,28.0,696.0,0.0,99.78,5.07
287.12601,6448716,66.38272,6108,2.0,57.0,86,426185.0,5.0,1145.0,0.0,99.3,0.75
43770.1009,2895466,59.09073,2819,3.0,55.0,195,98530.0,11.0,959.0,0.0,100.0,0.21
485.13076,2087858,52.533554,2482,3.0,43.0,116,43146.0,15.0,737.0,0.0,99.39,0.0
485.13547,2040619,52.588062,2426,3.0,44.0,116,46845.0,14.0,719.0,0.0,98.79,0.0
485.13666,2118293,52.430992,2502,3.0,47.0,125,42483.0,15.0,746.0,0.0,99.8,0.0
485.14205,2105395,52.546673,2501,3.0,48.0,104,49200.0,14.0,753.0,0.0,99.8,0.0
485.14333,2019504,52.58831,2393,3.0,43.0,121,40822.0,16.0,700.0,0.0,98.18,0.0
485.14365,2067785,52.64058,2444,3.0,48.0,112,49230.0,12.0,710.0,0.0,99.8,0.0
485.16377,2037755,52.581295,2415,3.0,43.0,107,63533.0,13.0,704.0,0.0,98.18,0.0
485.17639,2152328,52.399914,2530,3.0,45.0,133,42886.0,15.0,757.0,0.0,99.8,0.0
485.17829,2083688,52.44576,2448,3.0,49.0,97,40268.0,17.0,718.0,0.0,99.8,0.0
485.17848,2109229,52.43651,2496,3.0,50.0,109,48658.0,13.0,744.0,0.0,99.8,0.0
485.18520,2123698,52.467724,2502,3.0,48.0,106,55898.0,13.0,748.0,0.0,100.0,0.0
485.18963,2110697,52.499435,2501,3.0,49.0,120,42246.0,15.0,753.0,0.0,100.0,0.0
470.2277,3883194,38.85,3775,1.0,57.0,128,79777.0,15.0,964.0,,100.0,0.0
470.5410,4317303,39.16253,4266,18.0,74.0,5,4093545.0,1.0,1058.0,4.0,100.0,0.0
470.7339,3716793,39.0855,3565,6.0,64.0,106,91812.0,13.0,778.0,,99.81,0.0
470.7437,4323908,38.751797,4224,3.0,63.0,116,130705.0,11.0,1091.0,,99.81,0.0
470.7458,4039044,42.491516,4017,5.0,59.0,91,97246.0,12.0,1238.0,,99.81,0.19
470.7654,4044841,39.17588,3948,3.0,58.0,128,194739.0,7.0,1028.0,,99.81,0.0
470.7926,4010864,39.121746,3899,4.0,64.0,50,431440.0,3.0,1002.0,,99.81,0.0
470.16216,3866918,38.928883,3718,2.0,64.0,95,177857.0,8.0,913.0,0.0,99.81,0.0
562.100071,5185415,50.61101,5220,3.0,78.0,83,255915.0,7.0,615.0,0.0,99.78,0.11
562.100542,5233724,50.424976,5267,2.0,70.0,135,220638.0,7.0,671.0,0.0,99.78,0.0
562.100878,5168226,50.647167,5272,2.0,80.0,129,293618.0,7.0,554.0,0.0,99.78,0.0
485.785,2143767,52.42,2620,3.0,49.0,72,57608.0,11.0,964.0,,100.0,0.0
287.7684,7031211,65.86701,7024,2.0,59.0,134,179343.0,12.0,1629.0,,99.58,2.52
28901.8961,4950136,51.765663,5064,18.0,78.0,128,255580.0,8.0,776.0,,100.0,0.0
28901.21018,4733163,52.102093,4792,2.0,62.0,55,326413.0,6.0,545.0,0.0,100.0,0.0
28901.23207,4798796,52.140038,4893,4.0,64.0,43,251105.0,7.0,546.0,0.0,100.0,5.7
28901.24263,4768734,52.164474,4852,3.0,57.0,50,172787.0,8.0,531.0,0.0,100.0,5.7
28901.24724,4994536,51.648262,5151,7.0,71.0,85,145902.0,14.0,810.0,0.0,100.0,0.0
90370.2775,4836063,52.02362,5064,4.0,69.0,64,204158.0,9.0,661.0,0.0,100.0,0.0
90370.2869,4792080,51.990055,4995,4.0,68.0,59,204169.0,9.0,590.0,0.0,100.0,0.0
90370.2891,4841274,52.030437,5071,4.0,69.0,67,204171.0,9.0,660.0,0.0,100.0,0.0
90370.3022,4762469,52.066227,4995,4.0,67.0,69,179047.0,9.0,606.0,0.0,100.0,0.0
90370.5320,5090662,51.750008,5607,2.0,25.0,901,11337.0,111.0,772.0,0.0,100.0,0.0
90370.5457,4738485,52.05176,4939,2.0,68.0,65,204168.0,9.0,569.0,0.0,100.0,0.0
90371.7079,4883179,52.208427,5056,2.0,69.0,99,144939.0,12.0,580.0,0.0,100.0,0.0
108619.147,5021025,52.14481,5403,8.0,84.0,186,279686.0,6.0,977.0,,100.0,1.3
1773.4044,4342636,65.6,4259,3.0,44.0,83,108406.0,14.0,984.0,,100.0,0.0
192955.436,4834071,52.011566,4865,3.0,51.0,90,162430.0,11.0,649.0,0.0,100.0,0.0
195.2298,1754156,31.257996,1875,2.0,38.0,44,130120.0,6.0,316.0,,99.66,0.11
1304918.4,5542623,57.2,5389,3.0,49.0,232,89329.0,19.0,831.0,0.0,100.0,0.0
1280.26080,2795578,32.701,2683,4.0,39.0,92,91007.0,10.0,530.0,0.0,99.81,0.0
1280.29688,2776335,32.654633,2660,2.0,9.0,62,88543.0,10.0,540.0,0.0,99.81,0.0
1280.29911,2798907,32.63824,2681,2.0,9.0,63,87179.0,10.0,541.0,0.0,99.81,0.0
1280.29953,2726872,32.66233,2575,2.0,13.0,51,123845.0,7.0,513.0,0.0,99.81,0.0
1280.30121,2761546,32.675938,2633,2.0,17.0,57,94288.0,10.0,536.0,0.0,99.81,0.0
1280.30254,2751440,32.665623,2630,2.0,12.0,65,142692.0,7.0,510.0,0.0,99.81,0.0
1280.30398,2753466,32.66799,2636,2.0,9.0,58,109556.0,9.0,538.0,0.0,99.62,0.0
1280.39487,2911058,32.638786,2815,4.0,57.0,50,304426.0,3.0,575.0,0.0,99.81,0.0
1280.39529,2763200,32.623264,2621,4.0,51.0,43,253985.0,5.0,536.0,0.0,91.76,0.0
1280.39530,2805567,32.75156,2686,4.0,48.0,98,51529.0,17.0,509.0,0.0,99.81,0.19
1280.8099,2703782,32.8,2551,4.0,63.0,22,210209.0,3.0,523.0,,100.0,0.0
1280.8309,2754414,32.64,2624,4.0,29.0,34,231739.0,4.0,582.0,,100.0,0.0
1280.9233,2977604,32.64,2881,3.0,36.0,55,136209.0,9.0,709.0,,100.0,1.8
1280.9780,2707477,32.75,2573,4.0,50.0,42,114607.0,8.0,553.0,,100.0,0.0
1313.17255,2063503,39.556545,2184,5.0,47.0,71,91809.0,7.0,353.0,,100.0,0.0
1440010.3,1681205,31.39,1814,2.0,40.0,105,60435.0,8.0,360.0,,100.0,0.6
1397853.3,4399758,65.6,4357,3.0,45.0,20,466651.0,4.0,1048.0,0.0,100.0,0.0
85569.330,4967209,52.07,5152,5.0,64.0,153,105154.0,14.0,714.0,,100.0,0.0
85569.335,4960116,52.07,5116,5.0,71.0,100,176880.0,9.0,709.0,,100.0,0.0
562.7752,5022063,50.54,5196,10.0,83.0,106,182834.0,9.0,728.0,,100.0,0.0
562.7789,4791124,50.54,4742,8.0,74.0,49,308962.0,6.0,512.0,,100.0,0.4
562.96827,5107765,50.373676,4979,2.0,78.0,122,302537.0,7.0,501.0,0.0,99.78,0.0
562.97234,4992805,50.827282,4984,2.0,79.0,134,134744.0,12.0,510.0,0.0,99.78,0.0
562.97245,4708086,50.625603,4589,2.0,79.0,74,287126.0,6.0,375.0,0.0,99.78,0.0
562.97320,5105849,50.523468,5057,2.0,69.0,148,126129.0,13.0,509.0,0.0,99.78,0.22
562.98693,5043821,50.444275,4978,4.0,73.0,109,213810.0,7.0,530.0,0.0,99.78,0.0
562.99187,5088889,50.52702,5103,3.0,77.0,79,281747.0,7.0,566.0,0.0,99.78,0.11
562.99320,5098223,50.678402,4968,2.0,82.0,88,315440.0,6.0,508.0,0.0,99.78,0.0
562.99858,5060603,50.6096,4996,4.0,74.0,89,310895.0,7.0,560.0,0.0,99.78,0.11
562.99945,5297597,50.66561,5394,2.0,77.0,137,191148.0,8.0,664.0,0.0,99.78,0.11
562.99961,4985394,50.50341,4968,2.0,76.0,103,213122.0,8.0,527.0,0.0,99.78,0.0
611.59,5076838,51.82,5271,8.0,76.0,70,235247.0,7.0,904.0,,100.0,0.0
624.1957,4607780,50.61472,4971,9.0,67.0,476,22620.0,64.0,391.0,0.0,99.78,0.0
624.3911,4483633,50.541203,4761,2.0,38.0,521,23243.0,58.0,396.0,0.0,99.78,0.0
573.13291,5407523,57.34,5345,5.0,58.0,98,161199.0,11.0,786.0,,100.0,0.0
573.13506,5567769,57.02,5500,5.0,65.0,130,112602.0,16.0,898.0,,99.7,1.0
573.13668,5499899,57.27,5462,6.0,72.0,109,156530.0,13.0,798.0,,100.0,0.3
573.13694,5355796,57.33,5256,5.0,63.0,69,160176.0,11.0,735.0,,100.0,0.0
573.14303,5399957,57.38,5341,5.0,72.0,92,161194.0,11.0,775.0,,100.0,0.0
573.14526,5402729,57.37,5335,5.0,73.0,80,164049.0,12.0,779.0,,100.0,0.0
573.15434,5959331,56.5,5940,9.0,65.0,134,136800.0,13.0,1133.0,,100.0,0.0
573.15666,5491209,57.24,5458,6.0,70.0,115,203794.0,10.0,860.0,,100.0,0.3
573.20065,5768716,56.74696,5907,9.0,89.0,6,5250521.0,1.0,1046.0,5.0,100.0,0.3
573.24311,5593229,57.119915,5656,12.0,83.0,143,206001.0,11.0,875.0,,99.78,0.55
59201.4117,5031816,51.951244,5102,4.0,73.0,51,514754.0,3.0,839.0,0.0,100.0,0.0
573.29902,5595499,57.15229,5623,11.0,81.0,75,215770.0,9.0,809.0,0.0,99.78,0.0
573.46091,5518847,57.290752,5560,3.0,76.0,128,185928.0,11.0,778.0,0.0,99.78,0.11
573.5767,5680032,57.12,5825,9.0,81.0,119,248752.0,8.0,1048.0,,100.0,0.0
573.5795,5669420,57.06,5647,11.0,82.0,52,605437.0,4.0,959.0,,100.0,0.0
573.66595,5421343,57.184372,5292,5.0,72.0,71,293314.0,6.0,687.0,0.0,100.0,0.0
562.16325,4734219,50.79,4915,8.0,87.0,3,4595238.0,1.0,633.0,2.0,100.0,0.4
562.22596,5087917,50.74,5094,10.0,66.0,110,142889.0,13.0,688.0,,100.0,0.0
562.22622,5137248,50.64,5141,4.0,67.0,86,181680.0,10.0,715.0,,100.0,0.1
562.23539,5080972,50.75,5079,4.0,68.0,98,158966.0,13.0,727.0,,100.0,0.0
562.23875,5044279,50.57,4995,4.0,67.0,78,202447.0,8.0,670.0,,100.0,0.0
562.31457,5059055,50.379826,5270,16.0,88.0,518,89047.0,17.0,534.0,,100.0,5.3
562.42827,5270297,50.726116,5381,11.0,83.0,118,273949.0,7.0,699.0,,99.78,0.11
287.34614,7026148,65.92389,6850,3.0,58.0,204,127187.0,17.0,1516.0,0.0,99.5,1.6
287.34630,7429509,65.48349,7314,3.0,58.0,175,200447.0,12.0,1909.0,0.0,99.5,3.0
54388.309,4554944,52.14154,4678,2.0,51.0,63,172420.0,9.0,478.0,0.0,100.0,0.0
485.13291,2117164,52.481907,2504,3.0,49.0,116,49180.0,14.0,744.0,0.0,99.8,0.2
485.13663,2006214,52.560745,2368,3.0,43.0,122,40822.0,15.0,688.0,0.0,96.77,0.2
485.14026,2151349,52.46136,2543,3.0,46.0,108,46406.0,16.0,766.0,0.0,99.8,0.0
485.14354,2106507,52.561943,2470,3.0,45.0,114,40305.0,17.0,711.0,0.0,99.8,0.0
485.15586,2109291,52.54116,2483,3.0,48.0,108,55038.0,12.0,724.0,0.0,99.8,0.2
485.15685,2154006,52.4356,2541,3.0,48.0,105,46399.0,12.0,762.0,0.0,99.8,0.0
